query,title,price,currency,condition,seller,url,marketplace,win_min,win_max
Tesla T4,HP NVIDIA Tesla T4 16GB GDDR6 GPU Grafikkarte P17819-B21 R0W29A,557.24,EUR,Gebraucht,cloud_storage_corp,https://www.ebay.de/itm/188837566628?_skw=Tesla+T4&hash=item2bf79898a4:g:fvkAAOSwcTZoGF6k,EBAY_DE,519.9920000000001,1093.5
Tesla T4,Dell NVIDIA Tesla T4 16GB Graphics Accelerator | 2G183,612.25,EUR,Gebraucht,etb-technologies,https://www.ebay.de/itm/287510184070?_skw=Tesla+T4&hash=item42f0f14086:g:veYAAeSwMeVqeK4b,EBAY_DE,519.9920000000001,1093.5
Tesla T4,HP NVIDIA Tesla T4 16GB Graphics Accelerator | P09571-001,612.25,EUR,Gebraucht,etb-technologies,https://www.ebay.de/itm/377401226418?_skw=Tesla+T4&hash=item57deddb4b2:g:22cAAeSwOfRqdcyd,EBAY_DE,519.9920000000001,1093.5
Tesla T4,NVIDIA Tesla T4 16GB GDDR6 GPU Accelerator Card PCI-E x16 PG183 699-2G183-0200,690.00,EUR,Gebraucht,it_yun,https://www.ebay.de/itm/358824274448?_skw=Tesla+T4&hash=item538b97ea10:g:1-cAAeSwVDJqXxO2,EBAY_DE,519.9920000000001,1093.5
Tesla T4,NVIDIA Tesla T4 16GB GPU GDDR6 AI LLM GPU,720.00,EUR,Gebraucht,nchrch-rhrvwycf,https://www.ebay.de/itm/188840709609?_skw=Tesla+T4&hash=item2bf7c88de9:g:fUkAAeSwnsNqjfcL,EBAY_DE,519.9920000000001,1093.5
Tesla T4,NVIDIA Tesla T4 16GB GPU GDDR6 - 900-2G183-0200-100 AI LLM GPU,729.00,EUR,Gebraucht,sunnytech_ee,https://www.ebay.de/itm/407148581665?_skw=Tesla+T4&hash=item5ecbf25321:g:n6kAAeSwxAxqSkQM,EBAY_DE,519.9920000000001,1093.5
Tesla T4,Graphics card Dell NVidia Tesla T4 16GB GDDR6 PCI-E 3.0 x16 HHHL 70W 7PH29,737.10,EUR,Gebraucht,hardwaredirect_eu,https://www.ebay.de/itm/366629945244?_skw=Tesla+T4&hash=item555cd8ff9c:g:E7IAAeSw0fJqjtaN,EBAY_DE,519.9920000000001,1093.5
Tesla T4,NVIDIA Tesla T4 16GB GPU Accelerator Graphics Card CUDA 16 GB GDDR6 PCIe 3.0 x16,798.00,EUR,Gebraucht,diskclubs-eu,https://www.ebay.de/itm/227147090673?_skw=Tesla+T4&hash=item34e3058af1:g:B2IAAeSwjqtpTkCC,EBAY_DE,519.9920000000001,1093.5
Tesla T4,NVIDIA Tesla T4 Turing GPU 16GB GDDR6 Accelerator Card CUDA Graphics Card,799.00,EUR,Gebraucht,ruixiu,https://www.ebay.de/itm/286635901285?_skw=Tesla+T4&hash=item42bcd4c165:g:AMcAAOSwT-RnxUuI,EBAY_DE,519.9920000000001,1093.5
Tesla T4,NVIDIA TESLA T4 Grafikkarte GPU 16GB GDDR6 900-2G183-0000-000 AD Low Profile,799.00,EUR,Gebraucht,e-remarketing,https://www.ebay.de/itm/227176734019?_skw=Tesla+T4&hash=item34e4c9dd43:g:CA8AAeSwBqxpajUR,EBAY_DE,519.9920000000001,1093.5
Tesla T4,HPE NVIDIA TESLA T4 Computing Card - 16GB GDDR6 Single Slot Gen3x16 - R0W29A,849.99,EUR,Gebraucht,tradeo-gmbh,https://www.ebay.de/itm/166941522130?_skw=Tesla+T4&hash=item26de7d78d2:g:7wMAAOSwNrNmzvMv,EBAY_DE,519.9920000000001,1093.5
Tesla T4,NVIDIA Tesla T4 16GB GPU Accelerator Graphics Card CUDA 16 GB GDDR6 PCIe 3.0 x16,829.20,EUR,Gebraucht,diskclubs-de,https://www.ebay.de/itm/168012293273?_skw=Tesla+T4&hash=item271e502499:g:I38AAeSwfS9pQ616,EBAY_DE,519.9920000000001,1093.5
Tesla T4,DELL GPU NVIDIA Tesla T4 | 16 GB GDDR6 | 0HCKJM VDI AI KI COMPUTING,999.00,EUR,Gebraucht,server-store-at,https://www.ebay.de/itm/318072479391?_skw=Tesla+T4&hash=item4a0e98de9f:g:szUAAeSwh91px~RE,EBAY_DE,519.9920000000001,1093.5
